paper_id,paper_title,parent_id,parent_title
10.1145/3481549.3481552,Particle pre-processing for particle-based fluid surface reconstruction,10.1016/j.cag.2019.08.011,Boundary particle resampling for surface reconstruction in liquid animation
10.1145/3481549.3481552,Particle pre-processing for particle-based fluid surface reconstruction,10.1016/j.jcp.2020.109702,Simple and reliable boundary detection for meshfree particle methods using interval analysis
10.1145/3481549.3481552,Particle pre-processing for particle-based fluid surface reconstruction,10.1007/s40571-015-0039-6,Improved pressure calculation for the moving particle semi-implicit method
10.1145/3481549.3481552,Particle pre-processing for particle-based fluid surface reconstruction,10.1002/cav.162,A unified particle model for fluid–solid interactions
10.1145/3481549.3481552,Particle pre-processing for particle-based fluid surface reconstruction,10.1007/s12650-015-0317-7,Efficient extracting surfaces approach employing anisotropic kernels for SPH fluids
10.1145/3481549.3481552,Particle pre-processing for particle-based fluid surface reconstruction,10.1145/3072959.3073713,Infinite continuous adaptivity for incompressible SPH
10.1145/3481549.3481552,Particle pre-processing for particle-based fluid surface reconstruction,10.1145/2421636.2421641,Reconstructing Surfaces of Particle-Based Fluids Using Anisotropic Kernels
10.1145/3481549.3481552,Particle pre-processing for particle-based fluid surface reconstruction,10.1145/1073204.1073298,Animating sand as a fluid
10.1145/3481549.3481561,Identifying Correlation Patterns in Large Educational Data Sources,temp1044,"Big Educational Data & Analytics: Survey, Architecture and Challenges"
10.1145/3481549.3481561,Identifying Correlation Patterns in Large Educational Data Sources,temp1045,Schule und sozial-regionale Ungleichheit
10.1145/3481549.3481561,Identifying Correlation Patterns in Large Educational Data Sources,temp1046,Educational Data Mining: An Application of Regressors in Predicting School Dropout
10.1145/3481549.3481561,Identifying Correlation Patterns in Large Educational Data Sources,temp1047,Toward a Quantitative Survey of Dimension Reduction Techniques
10.1145/3481549.3481561,Identifying Correlation Patterns in Large Educational Data Sources,temp1048,Bildungsungleichheit im sozialen Wandel
10.1145/3481549.3481561,Identifying Correlation Patterns in Large Educational Data Sources,temp1049,Visualization Analysis and Design
10.1145/3481549.3481561,Identifying Correlation Patterns in Large Educational Data Sources,10.1145/2567574.2567582,"Educational data sciences: framing emergent practices for analytics of learning, organizations, and systems"
10.1145/3481549.3481561,Identifying Correlation Patterns in Large Educational Data Sources,10.1145/1054972.1055078,Feature congestion: a measure of display clutter
10.1145/3481549.3481561,Identifying Correlation Patterns in Large Educational Data Sources,10.1109/TVCG.2016.2598495,Visual Interaction with Dimensionality Reduction: A Structured Literature Analysis
10.1145/3481549.3481561,Identifying Correlation Patterns in Large Educational Data Sources,10.5555/1196684,Information Visualization: Design for Interaction
10.1145/3481549.3481561,Identifying Correlation Patterns in Large Educational Data Sources,temp1054,The OECD’s Programme for International Student Assessment (PISA) Study: A Review of Its Basic Psychometric Concepts
10.1145/3481549.3481561,Identifying Correlation Patterns in Large Educational Data Sources,temp1055,Visualizing High-Dimensional Data Using t-SNE
10.1145/3481549.3481561,Identifying Correlation Patterns in Large Educational Data Sources,10.1109/MCG.2012.87,The Top 10 Challenges in Extreme-Scale Visual Analytics
10.1145/3481549.3481561,Identifying Correlation Patterns in Large Educational Data Sources,10.1109/TVCG.2007.70515,Toward a Deeper Understanding of the Role of Interaction in Information Visualization
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1058,Visual Exploration of Large Hierarchies with Information Pyramids
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1057/PALGRAVE.IVS.9500023,The InfoSky visual explorer: Exploiting Hierarchical Structure and Document Similarities
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1060,Information PyramidsTM: A new approach to visualizing large hierarchies
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1109/TVCG.2013.91,Gospermap: Using a gosper curve for laying out hierarchical data
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1109/VISSOF.2005.1684312,Exploring Relations within Software Systems Using Treemap Enhanced Hierarchical Graphs
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1063,Voronoi treemaps
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1064,Software Landscapes: Visualizing the Structure of Large Software Systems
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1109/TVCG.2012.205,Capturing the Design Space of Sequential Space-Filling Layouts
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1145/571647.571649,Ordered and quantum treemaps: Making effective use of 2D space to display hierarchies
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.2312/vmv.20171261,Improving Layout Quality by Mixing Treemap-Layouts Based on Data-Change Characteristics
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1016/j.future.2013.04.001,Visualizing large-scale human collaboration in Wikipedia
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1145/633292.633484,Bubble Trees the Visualization of Hierarchical Information Structures
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1145/1138912.1138922,Analyzing Feature Implementation by Visual Exploration of Architecturally-embedded Call-graphs
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1016/j.comgeo.2018.01.005,
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1072,Squarified Treemaps
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1073,Adjacency-Preserving Spatial Treemaps
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1016/j.cor.2016.09.018,Visualizing proportions and dissimilarities by Space-filling maps: A Large Neighborhood Search approach
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1075,A heuristic extending the Squarified treemapping algorithm
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1076,Using Treemaps to represent medical data
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1109/IV.2007.137,Visualizing the activity of a web-based collaborative platform
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1109/VISSOF.2005.1684303,Fractal Figures: Visualizing Development Effort for CVS Entities
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1079,Fat polygonal partitions with applications to visualization and embeddings
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1007/978-3-642-25591-5_28,Treemaps with Bounded Aspect Ratio
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1145/1410140.1410170,Two Algorithms for Automatic Document Page Layout
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1082,
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1083,PansyTree: Merging Multiple Hierarchies
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1084,
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1137/110834032?cookieSet=1,
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1086,Treemapping via Balanced Partitioning
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1111/cgf.12549,
10.1145/3430036.3430041,Survey of treemap layout algorithms,full/10.1080/02331934.2012.728217,Exact and approximation algorithms for a soft rectangle packing problem
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1089,
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1090,Weighted maps: treemap visualization of geolocated quantitative data
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1091,
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.2312/eurovisshort.20171137,Hybrid-Treemap Layouting
10.1145/3430036.3430041,Survey of treemap layout algorithms,=10.5220/0004686200500058,Visualization of varying hierarchies by stable layout of voronoi treemaps
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1094,Importance-driven visualization layouts for large time series data
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1095,Multi-Resolution Techniques for Visual Exploration of Large Time-Series Data
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1007/s003710100133,An algorithm for blob hierarchy layout
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1097,CodeSurveyor: Mapping large-scale software to aid in code comprehension
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1098,A Novel Fixed-outline Floorplanner with Zero Deadspace for Hierarchical Design
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1099,RecMap: Rectangular Map Approximations
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1109/TVCG.2006.147,Hierarchical Edge Bundles: Visualization of Adjacency Relations in Hierarchical Data
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1101,A Fully Animated Interactive System for Clustering and Navigating Huge Graphs
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1109/IV.2009.97,Treemaps and choropleth maps applied to regional hierarchical statistical data
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1103,
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.5555/949607.949654,Tree-Maps: a space filling approach to the visualization of hierarchical information structures
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1109/IV.2012.12,Edge Equalized Treemaps
10.1145/3430036.3430041,Survey of treemap layout algorithms,=10.5220/0004684900390049,Template-based treemaps to preserve spatial constraints
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1107,Guillotineable bin packing: A genetic approach
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1145/1101908.1101941,Visualization-based Analysis of Quality for Large-scale Software Systems
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1109/IV.2012.23,'Angular Treemaps -- A New Technique for Visualizing and Emphasizing Hierarchical Structures'
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1145/2493102.2493112,Visualizing Large Trees with Divide & Conquer Partition
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1145/3356422.3356444,Advanced Visual Metaphors and Techniques for Software Maps
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1112,Mixed-Projection Treemaps: A Novel Approach Mixing 2D and 2.5D Treemaps
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1113,Interactive Visual Analysis of the NSF Funding Information
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.5555/1375714.1375758,Cascaded treemaps: examining the visibility and stability of structure in treemaps
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1115,
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1109/TVCG.2007.70522,"Visual Analysis of Network Traffic for Resource Planning, Interactive Monitoring, and Interpretation of Security Threats"
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1111/cgf.13212,Survey of Surveys (SoS) - Mapping The Landscape of Survey Papers in Information Visualization
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1118,Layout Adjustment and the Mental Map
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1016/j.dam.2006.08.005,An approximation algorithm for dissecting a rectangle into rectangles with specified areas
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1057/palgrave.ivs.9500087,EncCon: An Approach to Constructing Interactive Visualization of Large Hierarchical Data
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1145/1377676.1377683,Circular Partitions with Applications to Visualization and Embeddings
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1007/978-3-642-03658-3_84,'
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1123,Visualizing web ontologies with cropcircles
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1124,Smooth structural zooming of hv inclusion tree layouts
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1125,The information cube: Using transparency in 3d information visualization
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1126,Visualising Business Data: A Survey
10.1145/3430036.3430041,Survey of treemap layout algorithms,=10.5220/0009153902730280,A Taxonomy of Treemap Visualization Techniques
10.1145/3430036.3430041,Survey of treemap layout algorithms,=10.5220/0006617102730280,EvoCells - A Treemap Layout Algorithm for Evolving Tree Data
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1145/2602161.2602183,Regular TreeMap Layouts for Visual Analysis of Hierarchical Data
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1109/MCG.2011.103,Treevis.net: A Tree Visualization Reference
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1131,A generative layout approach for rooted tree drawings
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1109/TVCG.2010.79,The Design Space of Implicit Hierarchy Visualization: A Survey
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1133,Interactive poster: Exploration of the 3d treemap design space
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1134,Facilitating Visual Queries in the TreeMap Using Distortion Techniques
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1135,
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1136,Ordered treemap layouts
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1109/38.974518,A Cartographic Approach to Visualizing Conference Abstracts
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1109/TVCG.2009.128,Configuring Hierarchical Layouts to Address Research Questions
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1139,OCSA: An algorithm for burst mapping in IEEE 802.16 e mobile WiMAX networks
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1140,Uncertainty Treemaps
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1141,Stable Treemaps via Local Moves
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1142,A Linear Programming Approach to Rectangular Cartograms
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1145/1879211.1879239,Representing Development History in Software Cities
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1109/TVCG.2012.108,Enhanced Spatial Stability with Hilbert and Moore Treemaps
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1145,Treecube: visualization tool for browsing 3D multimedia data
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1109/TVCG.2007.70529,Visualizing Changes of Hierarchical Data using Treemaps
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1147,Improving the Visualization of Hierarchies with Treemaps: Design Issues and Experimentation
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1057/palgrave.ivs.9500036,Beamtrees: Compact visualization of large hierarchies
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1149,Treemap-Based Burst Mapping Algorithm for Downlink Mobile WiMAX Systems
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1150,A Stable Greedy Insertion Treemap Algorithm for Software Evolution Visualization
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1151,Modifiable Treemaps Containing Variable-Shaped Units
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1109/TVCG.2006.200,Visualizing business data with generalized treemaps
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1109/ICECCS.2007.20,Communicating Software Architecture using a Unified Single-View Visualization
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1154,iMap: a stable layout for navigating large image collections with embedded search
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1145/1124772.1124851,Visualization of Large Hierarchical Data by Circle Packing
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1156,Orthogonal Voronoi Diagram and Treemap
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1145/632716.632834,Visualizing the stock market
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1158,A note on space-filling visualizations and space-filling curves
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1109/ICPC.2007.30,Program Comprehension Through Software Habitability
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1160,pebbles - using Circular Treemaps to visualize disk usage
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1109/TVCG.2008.165,
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1162,"Visualization of distributed processes using ""Data Jewelry Box"" algorithm"
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1145/2801040.2801056,Enhanced Hexagon-Tiling Algorithm for Map-Like Information Visualisation
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1137/S0895480191266700,Sliceable Floorplanning by Graph Dualization
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1109/TCAD.2003.809651,Twin binary sequences: a nonredundant representation for general nonslicing floorplan
10.1145/3430036.3430041,Survey of treemap layout algorithms,temp1166,Variational circular treemaps for interactive visualization of hierarchical data
10.1145/3430036.3430041,Survey of treemap layout algorithms,10.1145/192757.192786,Accessing Hyperdocuments Through Interactive Dynamic Maps
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1109/IV.2007.8,A Comparative Study of Four Hierarchy Browsers using the Hierarchical Visualisation Testing Environment (HVTE
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1109/TVCG.2013.91,Gospermap: Using a gosper curve for laying out hierarchical data
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1170,Voronoi treemaps
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1171,A comparison of 2-D visualizations of hierarchies
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1145/571647.571649,Ordered and quantum treemaps: Making effective use of 2D space to display hierarchies
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1145/3105971.3105976,Map-like Visualisations vs
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1109/IV.2005.122,The effect of animated transitions on user navigation in 3D tree-maps
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1175,Extending tree-maps to three dimensions: A comparative study
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1176,Identifying the Relationships Between the Visualization Context and Representation Components to Enable Recommendations for Designing New Visualizations
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1109/IV.2007.147,The effect of aesthetic on the usability of data visualization
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1178,Extending the utility of treemaps with flexible hierarchy
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1179,A Treemap-Based Result Interface for Search Engine Users
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,.org/10.1109%2FTVCG.2009.176IEEE,
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1181,Exploring software cities in virtual reality
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1182,Hierarchical software landscape visualization for system comprehension: A controlled experiment
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1177/154193120504900508,Enterprise Network Monitoring Using Treemaps
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1109/IV.2008.8,CAT: A Hierarchical Image Browser Using a Rectangle Packing Technique
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1145/2909132.2909280,Identifying Best Practices for Visualizing Photo Statistics and Galleries Using Treemaps
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,=10.5220/0006117500880095,Relative Direction Change - A Topology-based Metric for Layout Stability in Treemaps
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1187,CodeSurveyor: Mapping large-scale software to aid in code comprehension
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1002/acp.3396,Integration processes during frequency graph comprehension: Performance and eye movements while processing tree maps versus pie charts
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1057/palgrave.ivs.9500113,Human Perception of Structure in Shaded Space-Filling Visualizations
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1109/TVCG.2013.126,A Systematic Review on the Practice of Evaluating Visualization
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1191,
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1192,Tree-Maps: A Space-filling Approach to the Visualization of Hierarchical Information Structures
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1193,User Experiments with Tree Visualization Systems
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1109/TVCG.2010.186,
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1109/MCG.2003.1210860,
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1109/TVCG.2011.279,Empirical Studies in Information Visualization: Seven Scenarios
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1197,
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1145/2414536.2414592,Rectangle orientation in area judgment task for treemap design
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1199,Evaluation of Sketchiness as a Visual Variable for 2.5 D Treemaps
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,=10.5220/0006267501760185,Reducing Visual Complexity in Software Maps using Importance-based Aggregation of Nodes
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1145/3231622.3231638,"Interactive, Height-Based Filtering in 2.5D Treemaps"
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1007/s00180-011-0272-2,Linked treemap: a 3D treemap-nodelink layout for visualizing hierarchical structures
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1007/978-3-642-30950-2_54,Do Your Eyes Give It Away?
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1111/cgf.13212,Survey of Surveys (SoS) - Mapping The Landscape of Survey Papers in Information Visualization
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1205,A systematic literature review of software visualization evaluation
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1206,Gaze into Hierarchy: A Practice-oriented Eye Tracking Study
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1207,Hierarchy Visualization Designs and their Impact on Perception and Problem Solving Strategies
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1007/978-3-540-70956-5_6,
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1145/989863.989880,The challenge of information visualization evaluation
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1210,Design and evaluation of euler diagram and treemap for social network visualisation
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1211,Visualizing Social Networks Using a Treemap Overlaid with a Graph
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1212,An evaluation of content browsing techniques for hierarchical space-filling visualizations
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1213,
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1214,A study on multiple views for tree visualization
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1109/TVCG.2008.114,Balloon Focus: a Seamless Multi-Focus+Context Method for Treemaps
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1216,Improving the Visualization of Hierarchies with Treemaps: Design Issues and Experimentation
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1057/palgrave.ivs.9500036,Beamtrees: Compact visualization of large hierarchies
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1218,Cushion treemaps: Visualization of hierarchical information
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1111/cgf.13989,
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1007/11926078_50,CropCircles: Topology Sensitive Visualization of OWL Class Hierarchies
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1221,Evaluating the Effectiveness of Tree Visualization Systems for Knowledge Discovery
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1222,
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1223,A note on space-filling visualizations and space-filling curves
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1145/1985793.1985868,Software Systems As Cities: A Controlled Experiment
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1225,An Empirical Study of Task Support in 3D Information Visualizations
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1002/col.22196,Toward improved aesthetics and data discrimination for treemaps via color schemes
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1227,Raising the Bars: Evaluating Treemaps vs. Wrapped Bars for Dense Visualization of Sorted Numeric Data
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1228,Effectiveness and Efficiency of Using Different Types of Rectangular Treemap as Diagrams in Cartography
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,temp1229,How locus of control influences compatibility with visualization style
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1109/TVCG.2008.171,The Shaping of Information by Visual Metaphors
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1111/j.1467-8659.2009.01442.x,Preconceptions and Individual Differences in Understanding Visual Metaphors
10.1145/3430036.3430054,Survey on user studies on the effectiveness of treemaps,10.1145/1168149.1168162,Heuristics for Information Visualization Evaluation
10.1145/3430036.3430037,Multiple linked perspectives on hierarchical data,temp1233,"Information Slices: Visualising and Exploring Large Hierarchies Using Cascading, Semicircular Disks"
10.1145/3430036.3430037,Multiple linked perspectives on hierarchical data,10.1145/1056018.1056041,Voronoi treemaps for the visualization of software metrics
10.1145/3430036.3430037,Multiple linked perspectives on hierarchical data,temp1235,
10.1145/3430036.3430037,Multiple linked perspectives on hierarchical data,temp1236,Generalized Pythagoras Trees: A Fractal Approach to Hierarchy Visualization
10.1145/3430036.3430037,Multiple linked perspectives on hierarchical data,temp1237,Visual Task Solution Strategies in Tree Diagrams
10.1145/3430036.3430037,Multiple linked perspectives on hierarchical data,10.1109/TVCG.2011.193,"Evaluation of Traditional, Orthogonal, and Radial Tree Diagrams by an Eye Tracking Study"
10.1145/3430036.3430037,Multiple linked perspectives on hierarchical data,temp1239,Indented Pixel Tree Plots
10.1145/3430036.3430037,Multiple linked perspectives on hierarchical data,temp1240,Indented Pixel Tree Browser for Exploring Huge Hierarchies
10.1145/3430036.3430037,Multiple linked perspectives on hierarchical data,temp1241,Research report: Interacting With Huge Hierarchies: Beyond Cone Trees
10.1145/3430036.3430037,Multiple linked perspectives on hierarchical data,temp1242,
10.1145/3430036.3430037,Multiple linked perspectives on hierarchical data,temp1243,Bubble Tree Drawing Algorithm
10.1145/3430036.3430037,Multiple linked perspectives on hierarchical data,temp1244,Bubble Hierarchies
10.1145/3430036.3430037,Multiple linked perspectives on hierarchical data,temp1245,A Visual Survey of Tree Visualization
10.1145/3430036.3430037,Multiple linked perspectives on hierarchical data,temp1246,Botanical Visualization of Huge Hierarchies
10.1145/3430036.3430037,Multiple linked perspectives on hierarchical data,temp1247,Icicle Plots: Better Displays for Hierarchical Clustering
10.1145/3430036.3430037,Multiple linked perspectives on hierarchical data,temp1248,The Hyperbolic Browser: A Focus + Context Technique for Visualizing Large Hierarchies
10.1145/3430036.3430037,Multiple linked perspectives on hierarchical data,10.1145/223904.223956,A focus+context technique based on hyperbolic geometry for visualizing large hierarchies
10.1145/3430036.3430037,Multiple linked perspectives on hierarchical data,temp1250,On Balloon Drawings of Rooted Trees
10.1145/3430036.3430037,Multiple linked perspectives on hierarchical data,10.1145/1890886.1890889,Quantifying the Space-Efficiency of 2D Graphical Representations of Trees
10.1145/3430036.3430037,Multiple linked perspectives on hierarchical data,temp1252,Overlap-Free Drawing of Generalized Pythagoras Trees for Hierarchy Visualization
10.1145/3430036.3430037,Multiple linked perspectives on hierarchical data,10.1057/palgrave.ivs.9500087,EncCon: An Approach to Constructing Interactive Visualization of Large Hierarchical Data
10.1145/3430036.3430037,Multiple linked perspectives on hierarchical data,10.1111/j.1467-8659.2012.03078.x,"Computing voronoi treemaps: Faster, simpler, and resolution-independent"
10.1145/3430036.3430037,Multiple linked perspectives on hierarchical data,temp1255,"Eugene Yaschenko, and Jian Ye"
10.1145/3430036.3430037,Multiple linked perspectives on hierarchical data,10.1109/MCG.2011.103,Treevis.net: A Tree Visualization Reference
10.1145/3430036.3430037,Multiple linked perspectives on hierarchical data,10.1145/102377.115768,Tree Visualization with Tree-maps: A 2D Space-Filling Approach
